age,annual_income,loan_amount,term_months,credit_score,employment_years,debt_to_income,num_credit_lines,past_delinquencies,loan_purpose,default
44,55023.0,16318.0,48,719.0,8,29.66,3,0,debt_consolidation,0
49,31714.0,17956.0,72,502.0,3,56.62,5,1,small_business,0
63,54916.0,17587.0,60,686.0,0,32.03,4,0,debt_consolidation,0
45,35562.0,13682.0,48,646.0,3,38.47,4,0,home_improvement,0
56,12185.0,22753.0,60,661.0,4,186.73,5,1,other,0
46,53617.0,24350.0,36,599.0,1,45.41,6,0,other,0
58,44803.0,500.0,36,742.0,1,1.12,2,0,debt_consolidation,0
21,23056.0,31258.0,36,600.0,3,135.57,1,0,debt_consolidation,0
40,77908.0,500.0,36,638.0,4,0.64,4,0,debt_consolidation,0
48,29671.0,10129.0,36,641.0,6,34.14,6,0,debt_consolidation,0
36,57182.0,4349.0,36,617.0,4,7.61,4,1,other,0
67,37749.0,6339.0,36,668.0,0,16.79,3,0,car,0
37,75872.0,28038.0,72,691.0,1,36.95,8,0,debt_consolidation,0
60,40248.0,16459.0,36,632.0,0,40.89,6,0,home_improvement,0
48,11507.0,23191.0,48,684.0,4,201.54,3,1,debt_consolidation,1
32,61200.0,22584.0,60,685.0,1,36.9,6,0,debt_consolidation,0
47,75791.0,500.0,48,668.0,0,0.66,2,0,debt_consolidation,0
74,36448.0,8307.0,36,746.0,0,22.79,2,0,home_improvement,0
73,58578.0,23983.0,48,753.0,0,40.94,4,1,debt_consolidation,0
62,47589.0,22882.0,36,612.0,1,48.08,6,0,debt_consolidation,0
67,37346.0,500.0,36,619.0,5,1.34,4,0,other,0
50,61815.0,27360.0,60,689.0,1,44.26,8,1,debt_consolidation,0
61,28999.0,22393.0,36,636.0,1,77.22,6,0,home_improvement,0
54,45650.0,3446.0,60,662.0,6,7.55,3,0,home_improvement,0
57,50147.0,19904.0,36,558.0,2,39.69,3,0,debt_consolidation,0
26,49422.0,12251.0,48,621.0,2,24.79,4,1,debt_consolidation,0
27,29492.0,20904.0,36,646.0,0,70.88,1,0,debt_consolidation,0
52,86192.0,500.0,72,576.0,0,0.58,5,0,debt_consolidation,0
52,70245.0,10769.0,36,524.0,4,15.33,1,1,debt_consolidation,0
73,64808.0,29169.0,72,729.0,1,45.01,2,0,other,0
45,73664.0,21466.0,36,532.0,0,29.14,4,0,other,0
53,46375.0,24500.0,48,749.0,2,52.83,4,0,debt_consolidation,0
27,37574.0,12198.0,48,719.0,0,32.46,2,0,small_business,0
72,23219.0,21772.0,36,662.0,4,93.77,3,0,home_improvement,0
32,30931.0,13043.0,48,672.0,0,42.17,6,0,other,0
36,24720.0,3902.0,36,692.0,0,15.78,7,2,home_improvement,0
36,34438.0,11974.0,36,611.0,2,34.77,4,0,debt_consolidation,0
63,50530.0,32448.0,60,614.0,3,64.22,4,0,home_improvement,0
73,63280.0,28588.0,60,626.0,4,45.18,4,2,debt_consolidation,0
56,62727.0,3094.0,48,664.0,0,4.93,6,0,car,0
33,21570.0,9992.0,48,593.0,1,46.32,4,0,debt_consolidation,0
27,58783.0,3909.0,48,604.0,1,6.65,4,0,debt_consolidation,0
56,67877.0,17154.0,60,780.0,4,25.27,3,0,home_improvement,0
67,39915.0,26967.0,72,662.0,1,67.56,5,2,debt_consolidation,0
71,68955.0,39382.0,48,559.0,3,57.11,1,0,debt_consolidation,0
29,62516.0,500.0,36,700.0,2,0.8,5,0,debt_consolidation,0
52,19708.0,25300.0,36,620.0,3,128.37,4,0,debt_consolidation,0
31,88835.0,14908.0,36,598.0,1,16.78,6,0,debt_consolidation,0
28,30687.0,10594.0,60,811.0,1,34.52,5,0,home_improvement,0
53,64148.0,3776.0,72,645.0,0,5.89,5,0,car,0
43,63424.0,36358.0,48,584.0,1,57.33,3,1,debt_consolidation,0
45,20520.0,500.0,72,599.0,1,2.44,5,0,debt_consolidation,0
28,48580.0,9123.0,36,650.0,8,18.78,5,0,debt_consolidation,0
65,63178.0,19408.0,48,650.0,8,30.72,3,0,debt_consolidation,0
42,20308.0,20439.0,48,673.0,1,100.65,7,0,other,0
24,46992.0,29962.0,36,520.0,0,63.76,5,0,debt_consolidation,0
60,64853.0,4432.0,48,562.0,1,6.83,2,0,debt_consolidation,0
23,66145.0,22493.0,36,627.0,5,34.01,4,1,small_business,0
49,37059.0,14245.0,48,603.0,6,38.44,2,0,debt_consolidation,0
61,75887.0,15483.0,48,565.0,2,20.4,9,2,home_improvement,0
49,71110.0,9485.0,60,666.0,2,13.34,6,1,car,0
54,49825.0,16942.0,48,672.0,2,34.0,5,0,debt_consolidation,0
54,31821.0,13291.0,36,760.0,1,41.77,6,0,home_improvement,0
48,21683.0,10725.0,36,689.0,0,49.46,3,1,debt_consolidation,0
33,52551.0,8698.0,36,674.0,3,16.55,4,0,debt_consolidation,0
35,74290.0,19470.0,36,628.0,5,26.21,2,0,debt_consolidation,0
43,42057.0,500.0,48,830.0,4,1.19,3,0,debt_consolidation,0
64,27818.0,12692.0,36,617.0,7,45.63,5,0,home_improvement,0
46,61498.0,5787.0,48,616.0,5,9.41,10,1,debt_consolidation,0
24,48490.0,13525.0,36,708.0,1,27.89,5,1,debt_consolidation,0
46,55318.0,13678.0,36,528.0,0,24.73,6,0,debt_consolidation,1
60,34494.0,25402.0,36,634.0,2,73.64,2,1,home_improvement,0
29,37603.0,22908.0,36,647.0,1,60.92,5,0,car,0
25,34400.0,18502.0,36,612.0,4,53.78,3,0,other,0
52,54983.0,17073.0,36,713.0,0,31.05,1,0,debt_consolidation,0
40,38212.0,12710.0,36,675.0,9,33.26,2,0,debt_consolidation,0
70,56848.0,12488.0,36,661.0,9,21.97,5,0,small_business,0
31,32573.0,500.0,36,645.0,0,1.54,4,1,debt_consolidation,0
35,54950.0,23805.0,36,615.0,2,43.32,1,0,debt_consolidation,0
52,59076.0,18198.0,36,495.0,7,30.8,9,0,home_improvement,0
48,51631.0,29404.0,36,678.0,1,56.95,3,0,other,0
42,63341.0,8345.0,48,707.0,4,13.17,2,0,small_business,0
61,35371.0,30124.0,36,640.0,4,85.17,1,1,home_improvement,0
37,58853.0,12698.0,48,535.0,1,21.58,5,0,home_improvement,0
46,49667.0,8122.0,36,605.0,0,16.35,5,1,small_business,0
64,28805.0,33545.0,72,607.0,3,116.46,5,0,home_improvement,0
27,8000.0,19367.0,36,608.0,3,242.09,3,0,debt_consolidation,0
62,11137.0,35052.0,48,675.0,3,314.73,5,1,debt_consolidation,0
46,8000.0,17046.0,36,548.0,1,213.08,6,0,home_improvement,0
45,53523.0,24689.0,48,626.0,3,46.13,4,0,car,0
30,38505.0,27344.0,48,629.0,2,71.01,8,0,car,0
65,46744.0,11624.0,36,746.0,2,24.87,6,1,home_improvement,0
39,41392.0,19153.0,36,668.0,5,46.27,5,0,debt_consolidation,1
31,56633.0,16851.0,72,609.0,1,29.75,1,1,home_improvement,0
33,57218.0,24988.0,60,737.0,1,43.67,4,0,debt_consolidation,0
73,45858.0,2216.0,48,556.0,2,4.83,4,0,home_improvement,0
28,47068.0,22214.0,60,593.0,9,47.2,4,0,debt_consolidation,0
60,47867.0,26046.0,36,513.0,1,54.41,7,0,home_improvement,0
24,72836.0,6805.0,48,751.0,2,9.34,6,0,debt_consolidation,0
67,8000.0,4423.0,36,655.0,1,55.29,7,0,small_business,0
51,31590.0,500.0,48,625.0,3,1.58,3,1,home_improvement,0
48,62305.0,39942.0,60,727.0,1,64.11,3,0,debt_consolidation,0
31,67158.0,6220.0,36,599.0,4,9.26,6,1,small_business,0
63,53544.0,32015.0,48,609.0,0,59.79,3,0,debt_consolidation,0
21,41317.0,12504.0,36,717.0,1,30.26,3,0,debt_consolidation,0
69,82231.0,28178.0,36,600.0,1,34.27,6,0,debt_consolidation,0
67,48556.0,21971.0,60,606.0,5,45.25,4,1,debt_consolidation,0
72,45616.0,40226.0,60,645.0,0,88.18,7,3,debt_consolidation,0
58,71636.0,32350.0,36,664.0,1,45.16,2,0,debt_consolidation,0
44,54511.0,17557.0,48,692.0,2,32.21,2,0,car,0
74,63797.0,18718.0,36,625.0,0,29.34,4,0,debt_consolidation,0
67,66139.0,23149.0,36,523.0,0,35.0,4,0,debt_consolidation,0
51,37551.0,47176.0,60,665.0,4,125.63,2,0,debt_consolidation,0
61,80355.0,15813.0,36,654.0,3,19.68,5,0,other,0
66,8000.0,500.0,36,652.0,0,6.25,4,0,other,0
70,8000.0,17937.0,36,587.0,0,224.21,7,1,small_business,0
46,31396.0,7312.0,36,509.0,1,23.29,3,0,debt_consolidation,0
69,36533.0,17535.0,36,638.0,7,48.0,2,0,home_improvement,0
70,52252.0,28814.0,48,574.0,3,55.14,6,0,debt_consolidation,0
25,31211.0,21049.0,36,679.0,5,67.44,3,1,small_business,0
40,44762.0,7882.0,36,692.0,4,17.61,4,0,home_improvement,0
72,40897.0,12565.0,36,532.0,12,30.72,1,0,home_improvement,0
61,85089.0,2205.0,36,591.0,9,2.59,4,0,debt_consolidation,0
31,28900.0,30308.0,36,759.0,0,104.87,6,1,debt_consolidation,0
74,11339.0,24847.0,36,609.0,0,219.13,5,0,car,0
53,67380.0,1940.0,36,654.0,2,2.88,7,0,home_improvement,0
70,30721.0,45252.0,36,702.0,1,147.3,4,0,small_business,1
58,43167.0,12396.0,36,656.0,2,28.72,4,2,debt_consolidation,0
47,32076.0,18546.0,48,716.0,0,57.82,3,0,debt_consolidation,0
54,59744.0,10950.0,36,706.0,7,18.33,4,1,home_improvement,0
35,17515.0,20041.0,36,733.0,4,114.42,2,0,car,0
52,8000.0,16129.0,48,652.0,2,201.61,4,0,debt_consolidation,0
41,70914.0,500.0,72,612.0,2,0.71,2,1,debt_consolidation,0
66,49949.0,29082.0,60,548.0,2,58.22,2,0,home_improvement,0
25,66453.0,5062.0,60,669.0,3,7.62,7,0,debt_consolidation,0
26,70244.0,26005.0,60,727.0,2,37.02,2,0,debt_consolidation,0
58,26671.0,12218.0,48,588.0,2,45.81,4,1,home_improvement,0
42,46213.0,15760.0,60,596.0,3,34.1,4,0,car,0
38,55108.0,20785.0,48,615.0,4,37.72,4,1,debt_consolidation,0
34,42834.0,16647.0,36,577.0,3,38.86,6,0,debt_consolidation,0
30,38757.0,23926.0,36,650.0,1,61.73,3,0,other,0
66,40727.0,6502.0,48,605.0,2,15.96,5,0,other,0
33,66671.0,27443.0,60,557.0,0,41.16,3,0,car,0
51,39820.0,2634.0,36,582.0,2,6.61,4,0,home_improvement,0
50,57005.0,4046.0,36,741.0,5,7.1,4,1,small_business,0
23,51938.0,21948.0,60,648.0,0,42.26,4,1,car,0
50,25716.0,27595.0,48,741.0,1,107.31,5,0,home_improvement,0
26,51039.0,18406.0,60,602.0,6,36.06,4,0,car,0
49,14227.0,32906.0,72,539.0,3,231.29,2,0,debt_consolidation,0
28,53029.0,4997.0,36,621.0,3,9.42,8,0,debt_consolidation,0
64,62822.0,1016.0,36,755.0,1,1.62,2,0,debt_consolidation,0
65,67428.0,25059.0,36,477.0,2,37.16,2,0,small_business,0
63,25946.0,16468.0,60,518.0,4,63.47,7,0,small_business,0
64,34277.0,24674.0,36,619.0,6,71.98,2,0,debt_consolidation,0
53,50681.0,2664.0,36,714.0,11,5.26,1,0,home_improvement,0
37,35482.0,9681.0,36,567.0,6,27.28,2,0,other,0
68,8000.0,35913.0,36,652.0,0,448.91,8,0,small_business,1
31,34166.0,12588.0,36,636.0,1,36.84,5,1,home_improvement,0
33,50604.0,32118.0,60,724.0,4,63.47,3,1,debt_consolidation,0
70,66351.0,24322.0,48,802.0,2,36.66,3,1,home_improvement,0
31,78784.0,11574.0,60,585.0,2,14.69,3,0,other,0
51,47499.0,31941.0,36,615.0,5,67.25,7,0,debt_consolidation,0
48,56330.0,18916.0,48,635.0,5,33.58,5,0,debt_consolidation,0
64,64216.0,15162.0,48,583.0,5,23.61,7,0,other,0
26,8000.0,14042.0,36,764.0,1,175.52,1,0,debt_consolidation,0
61,24616.0,20266.0,36,562.0,1,82.33,3,0,debt_consolidation,0
36,47051.0,1460.0,48,728.0,1,3.1,5,0,debt_consolidation,0
24,76119.0,25788.0,48,610.0,4,33.88,1,0,debt_consolidation,0
55,57595.0,20297.0,36,636.0,1,35.24,2,0,debt_consolidation,0
68,51594.0,8146.0,36,649.0,0,15.79,4,1,debt_consolidation,0
46,40438.0,500.0,36,606.0,5,1.24,5,0,car,0
32,53536.0,11992.0,36,695.0,0,22.4,0,0,debt_consolidation,0
31,33071.0,18002.0,36,670.0,17,54.43,2,0,home_improvement,0
57,29403.0,16872.0,36,747.0,6,57.38,5,0,home_improvement,0
45,31141.0,16798.0,36,685.0,9,53.94,5,0,home_improvement,0
38,71810.0,23086.0,48,556.0,5,32.15,1,0,car,0
39,28195.0,1192.0,72,629.0,0,4.23,5,1,car,0
43,37024.0,14215.0,36,751.0,2,38.39,4,0,debt_consolidation,0
58,54420.0,18574.0,36,600.0,7,34.13,4,0,debt_consolidation,0
74,27396.0,20528.0,36,744.0,0,74.93,5,0,home_improvement,0
38,49523.0,25786.0,48,691.0,1,52.07,8,1,debt_consolidation,0
46,49516.0,12558.0,48,696.0,2,25.36,6,0,debt_consolidation,0
26,32511.0,15640.0,48,490.0,2,48.11,3,1,debt_consolidation,0
24,39824.0,6101.0,48,669.0,9,15.32,3,0,debt_consolidation,0
64,26128.0,19659.0,60,786.0,2,75.24,1,0,debt_consolidation,0
71,72655.0,4555.0,72,579.0,1,6.27,3,0,car,0
49,50152.0,21885.0,36,751.0,2,43.64,5,0,debt_consolidation,0
54,24027.0,29174.0,72,653.0,2,121.42,2,0,car,0
37,47526.0,20619.0,48,584.0,3,43.38,2,1,debt_consolidation,0
63,48432.0,30400.0,48,620.0,15,62.77,3,1,home_improvement,0
63,8000.0,9558.0,48,520.0,2,119.48,5,0,debt_consolidation,0
73,71809.0,615.0,60,643.0,2,0.86,5,0,car,0
36,25208.0,13059.0,60,669.0,3,51.8,5,0,home_improvement,0
22,86804.0,7631.0,36,806.0,12,8.79,3,0,debt_consolidation,0
54,60906.0,9079.0,36,667.0,3,14.91,2,0,car,0
28,22463.0,500.0,60,740.0,0,2.23,4,0,debt_consolidation,0
33,38715.0,17107.0,36,570.0,7,44.19,11,1,debt_consolidation,0
62,63452.0,15258.0,36,627.0,3,24.05,2,0,debt_consolidation,0
28,40245.0,25117.0,36,662.0,1,62.41,3,0,debt_consolidation,0
50,68565.0,21637.0,48,580.0,1,31.56,5,0,debt_consolidation,0
52,37479.0,12896.0,48,625.0,0,34.41,5,1,debt_consolidation,0
56,43427.0,25954.0,36,708.0,10,59.76,4,0,car,0
67,64003.0,25640.0,48,810.0,0,40.06,3,0,small_business,0
50,57068.0,9156.0,60,697.0,4,16.04,3,0,car,0
21,26495.0,17353.0,36,590.0,1,65.5,2,0,debt_consolidation,0
63,53681.0,33126.0,36,637.0,0,61.71,4,0,home_improvement,0
59,48349.0,18918.0,60,567.0,2,39.13,5,0,debt_consolidation,0
37,26765.0,5134.0,60,658.0,0,19.18,4,0,home_improvement,0
40,17190.0,1530.0,36,744.0,5,8.9,6,2,debt_consolidation,0
44,8000.0,500.0,48,661.0,2,6.25,4,0,debt_consolidation,0
70,39112.0,500.0,48,639.0,2,1.28,5,0,home_improvement,0
42,43920.0,9191.0,36,635.0,5,20.93,6,1,debt_consolidation,0
49,55092.0,12905.0,60,654.0,2,23.42,4,1,car,0
42,61410.0,3284.0,36,757.0,3,5.35,4,0,small_business,0
64,36723.0,6789.0,48,694.0,5,18.49,3,0,debt_consolidation,0
29,43339.0,3551.0,36,568.0,4,8.19,4,1,debt_consolidation,0
57,29826.0,500.0,60,598.0,3,1.68,7,0,small_business,0
30,46745.0,12962.0,36,726.0,4,27.73,5,0,home_improvement,0
56,64370.0,23024.0,36,669.0,1,35.77,2,0,debt_consolidation,0
57,47023.0,8880.0,36,512.0,0,18.88,2,0,car,0
48,68267.0,28633.0,36,714.0,3,41.94,3,0,car,0
48,64036.0,16838.0,60,610.0,1,26.29,4,0,debt_consolidation,0
62,74154.0,25716.0,36,591.0,0,34.68,2,0,small_business,0
63,47585.0,15380.0,48,713.0,1,32.32,6,0,home_improvement,0
41,34351.0,23054.0,60,709.0,4,67.11,4,1,debt_consolidation,0
44,57425.0,500.0,48,632.0,4,0.87,3,0,debt_consolidation,0
62,37542.0,25110.0,36,671.0,7,66.89,0,0,home_improvement,0
60,56797.0,15078.0,60,598.0,3,26.55,4,0,debt_consolidation,0
22,31744.0,28175.0,36,588.0,2,88.76,5,0,debt_consolidation,0
28,28432.0,11973.0,36,615.0,1,42.11,4,0,debt_consolidation,0
68,69329.0,35900.0,36,616.0,4,51.78,5,0,debt_consolidation,0
47,24749.0,21405.0,48,598.0,2,86.49,4,0,debt_consolidation,0
42,65445.0,4137.0,48,702.0,5,6.32,5,1,debt_consolidation,0
57,56721.0,28538.0,48,647.0,6,50.31,5,0,small_business,0
47,46886.0,2306.0,36,573.0,1,4.92,1,0,small_business,0
49,8000.0,1635.0,48,596.0,1,20.44,11,0,small_business,0
23,74713.0,30465.0,36,555.0,7,40.78,5,1,other,0
64,26303.0,19025.0,36,635.0,2,72.33,2,1,debt_consolidation,0
33,64063.0,15869.0,60,741.0,4,24.77,2,0,car,0
65,31181.0,8953.0,36,661.0,1,28.71,4,0,debt_consolidation,0
30,29577.0,24980.0,36,647.0,4,84.46,3,0,debt_consolidation,0
56,58372.0,11739.0,60,537.0,1,20.11,7,1,car,0
29,55769.0,17420.0,36,736.0,5,31.24,6,1,home_improvement,0
74,22098.0,1473.0,48,643.0,12,6.67,5,0,car,0
47,73735.0,14308.0,60,647.0,4,19.4,1,0,car,0
54,40879.0,17103.0,36,560.0,1,41.84,1,0,debt_consolidation,0
71,46379.0,21412.0,60,632.0,2,46.17,2,0,home_improvement,0
21,39058.0,19053.0,60,576.0,3,48.78,3,0,debt_consolidation,0
52,22945.0,10997.0,36,593.0,1,47.93,2,0,home_improvement,0
45,59704.0,18417.0,36,521.0,1,30.85,8,0,home_improvement,0
49,50791.0,26769.0,72,504.0,5,52.7,6,1,debt_consolidation,0
27,28898.0,500.0,48,791.0,9,1.73,5,0,debt_consolidation,0
69,63883.0,13014.0,48,654.0,1,20.37,2,0,debt_consolidation,0
23,46097.0,17505.0,60,720.0,0,37.97,5,0,debt_consolidation,0
40,46528.0,3933.0,36,620.0,12,8.45,2,0,home_improvement,0
40,80530.0,26157.0,48,628.0,1,32.48,4,1,debt_consolidation,0
73,12840.0,22194.0,60,566.0,5,172.85,3,0,debt_consolidation,0
50,12576.0,26977.0,36,683.0,1,214.51,2,0,debt_consolidation,0
55,17080.0,40916.0,60,692.0,9,239.56,5,1,debt_consolidation,0
55,52273.0,18962.0,36,677.0,3,36.27,2,0,debt_consolidation,0
69,37819.0,11602.0,48,640.0,2,30.68,8,1,small_business,0
59,39409.0,26263.0,48,661.0,1,66.64,3,0,debt_consolidation,0
47,26152.0,7944.0,36,610.0,1,30.38,4,0,small_business,0
46,78305.0,20569.0,36,713.0,6,26.27,3,1,home_improvement,0
34,85020.0,27442.0,36,545.0,0,32.28,2,0,small_business,0
37,62978.0,24986.0,48,584.0,1,39.67,4,1,home_improvement,0
38,14854.0,31888.0,48,624.0,1,214.68,6,2,debt_consolidation,1
65,35262.0,11721.0,60,552.0,0,33.24,4,0,debt_consolidation,0
72,61549.0,23509.0,36,533.0,3,38.2,1,0,small_business,0
49,44083.0,16114.0,60,625.0,12,36.55,7,0,small_business,0
40,63044.0,18039.0,36,609.0,0,28.61,2,0,small_business,0
73,69956.0,18039.0,36,629.0,5,25.79,4,1,home_improvement,0
47,83144.0,21467.0,36,641.0,1,25.82,4,1,debt_consolidation,0
38,31903.0,14599.0,60,682.0,11,45.76,3,0,small_business,0
24,46626.0,500.0,36,647.0,2,1.07,5,0,other,0
21,36185.0,16851.0,36,762.0,6,46.57,7,0,debt_consolidation,0
70,8000.0,19341.0,36,654.0,1,241.76,1,0,debt_consolidation,1
21,59032.0,14498.0,48,748.0,6,24.56,2,2,debt_consolidation,0
46,56269.0,20226.0,60,714.0,0,35.95,3,0,other,0
65,34063.0,13518.0,48,720.0,0,39.69,5,0,debt_consolidation,0
40,13039.0,11746.0,36,531.0,4,90.08,7,0,home_improvement,0
72,37318.0,31693.0,72,654.0,0,84.93,4,1,car,0
43,59623.0,42084.0,72,666.0,6,70.58,3,2,debt_consolidation,0
30,71747.0,25555.0,36,620.0,3,35.62,4,0,debt_consolidation,0
31,30748.0,8105.0,48,651.0,1,26.36,5,0,debt_consolidation,0
61,67154.0,17700.0,36,569.0,1,26.36,5,0,car,0
61,57449.0,16801.0,48,741.0,0,29.25,9,1,debt_consolidation,0
25,53265.0,23049.0,48,641.0,3,43.27,8,1,debt_consolidation,0
21,19129.0,17258.0,36,669.0,7,90.22,2,2,car,0
37,19998.0,22381.0,72,584.0,4,111.92,6,1,other,0
42,28384.0,36461.0,36,750.0,3,128.46,3,0,debt_consolidation,0
54,38472.0,500.0,48,698.0,0,1.3,2,0,debt_consolidation,0
65,81015.0,8925.0,60,713.0,5,11.02,1,0,car,0
61,31755.0,26513.0,36,782.0,10,83.49,5,0,car,0
49,60425.0,14469.0,36,625.0,1,23.95,6,0,car,0
24,35705.0,22113.0,36,682.0,2,61.93,1,0,debt_consolidation,0
25,54454.0,12722.0,60,677.0,0,23.36,4,2,debt_consolidation,0
31,43740.0,33722.0,60,601.0,5,77.1,2,0,debt_consolidation,0
71,48540.0,28935.0,36,667.0,0,59.61,3,2,debt_consolidation,0
41,52392.0,18584.0,36,584.0,2,35.47,7,0,home_improvement,0
55,40011.0,35091.0,36,638.0,3,87.7,4,1,debt_consolidation,0
32,52489.0,18716.0,48,527.0,0,35.66,1,0,debt_consolidation,0
46,69678.0,15795.0,48,585.0,1,22.67,6,0,home_improvement,0
71,29918.0,32642.0,36,512.0,5,109.1,6,0,home_improvement,0
39,68717.0,500.0,36,746.0,1,0.73,2,1,debt_consolidation,0
65,39696.0,17014.0,36,687.0,4,42.86,5,1,debt_consolidation,0
27,37580.0,19238.0,36,607.0,4,51.19,4,0,debt_consolidation,0
67,58991.0,12329.0,36,587.0,2,20.9,5,0,debt_consolidation,0
27,38177.0,6054.0,36,721.0,0,15.86,4,0,debt_consolidation,0
46,51383.0,14137.0,48,765.0,0,27.51,2,1,debt_consolidation,0
60,49515.0,500.0,36,695.0,2,1.01,5,0,debt_consolidation,0
25,8000.0,33641.0,36,733.0,0,420.51,3,0,debt_consolidation,1
41,53352.0,34241.0,48,639.0,4,64.18,7,0,debt_consolidation,0
34,16178.0,15880.0,60,495.0,1,98.16,1,0,debt_consolidation,0
24,17702.0,11268.0,48,633.0,3,63.65,4,1,debt_consolidation,0
43,52329.0,500.0,36,649.0,2,0.96,4,2,home_improvement,0
62,55732.0,7155.0,72,714.0,3,12.84,9,0,other,0
40,69101.0,32795.0,36,613.0,5,47.46,3,0,debt_consolidation,0
35,23213.0,15097.0,36,559.0,6,65.04,6,0,car,0
70,30174.0,8835.0,60,515.0,0,29.28,4,0,debt_consolidation,0
72,54287.0,15558.0,48,686.0,3,28.66,3,0,car,0
65,69486.0,8527.0,48,619.0,2,12.27,5,0,debt_consolidation,0
49,48843.0,500.0,36,562.0,3,1.02,5,0,home_improvement,0
28,27440.0,11323.0,36,684.0,0,41.26,3,0,small_business,0
61,75128.0,2459.0,36,696.0,0,3.27,5,0,car,0
68,39753.0,20136.0,36,626.0,2,50.65,2,0,home_improvement,0
39,40376.0,26139.0,36,710.0,0,64.74,2,0,car,0
68,16283.0,6455.0,36,686.0,4,39.64,6,0,debt_consolidation,0
59,59482.0,17336.0,36,630.0,4,29.14,7,0,debt_consolidation,0
66,62052.0,14813.0,48,625.0,0,23.87,5,0,debt_consolidation,0
48,30883.0,6156.0,60,617.0,2,19.93,2,0,car,0
66,80024.0,500.0,48,640.0,3,0.62,6,0,small_business,0
47,33257.0,2704.0,60,745.0,6,8.13,7,0,debt_consolidation,0
24,57505.0,5687.0,36,723.0,13,9.89,6,0,home_improvement,0
35,49473.0,16720.0,36,676.0,0,33.8,1,1,car,0
55,8000.0,17918.0,36,767.0,2,223.98,2,0,debt_consolidation,0
57,55878.0,29898.0,36,720.0,5,53.51,2,1,debt_consolidation,0
21,54082.0,2599.0,48,629.0,5,4.81,2,0,home_improvement,0
23,9672.0,5162.0,60,680.0,2,53.37,9,0,debt_consolidation,0
67,75507.0,7262.0,60,735.0,1,9.62,2,0,car,0
44,54164.0,12714.0,36,646.0,2,23.47,2,1,debt_consolidation,0
47,69788.0,17635.0,60,625.0,1,25.27,4,1,debt_consolidation,0
60,10678.0,20162.0,36,768.0,2,188.82,8,0,debt_consolidation,0
56,36791.0,500.0,36,678.0,1,1.36,2,0,debt_consolidation,0
54,68612.0,29340.0,36,713.0,0,42.76,5,0,small_business,0
49,13634.0,20635.0,48,590.0,4,151.35,5,0,other,0
44,37378.0,25593.0,60,704.0,4,68.47,3,1,debt_consolidation,0
44,53130.0,500.0,36,627.0,2,0.94,1,1,debt_consolidation,0
62,8000.0,24983.0,36,637.0,1,312.29,4,0,debt_consolidation,0
24,18572.0,3059.0,36,573.0,5,16.47,5,1,debt_consolidation,0
23,72642.0,9591.0,36,624.0,1,13.2,4,0,debt_consolidation,0
54,46196.0,32208.0,72,540.0,2,69.72,2,1,debt_consolidation,0
69,68534.0,22891.0,72,719.0,3,33.4,5,0,home_improvement,0
43,48642.0,6880.0,72,602.0,5,14.14,4,0,debt_consolidation,0
73,94118.0,24554.0,36,664.0,3,26.09,2,0,debt_consolidation,0
72,53775.0,19330.0,36,559.0,0,35.95,3,0,car,0
43,70396.0,10112.0,72,674.0,0,14.36,3,0,debt_consolidation,0
65,40078.0,20709.0,72,463.0,0,51.67,5,0,small_business,1
25,49215.0,10462.0,36,577.0,2,21.26,5,1,debt_consolidation,0
51,57837.0,19643.0,60,735.0,1,33.96,6,0,debt_consolidation,0
73,61156.0,19490.0,36,594.0,1,31.87,2,0,debt_consolidation,0
61,44220.0,21041.0,60,625.0,0,47.58,3,0,debt_consolidation,0
74,45055.0,38092.0,36,488.0,3,84.55,5,0,home_improvement,0
26,55038.0,26343.0,60,735.0,4,47.86,2,0,car,0
57,55025.0,27000.0,36,622.0,6,49.07,3,0,small_business,0
30,24499.0,8677.0,48,732.0,3,35.42,2,0,debt_consolidation,0
60,49499.0,500.0,36,592.0,1,1.01,3,0,car,0
27,51415.0,12748.0,36,536.0,2,24.79,5,1,debt_consolidation,0
59,25474.0,9163.0,36,739.0,3,35.97,2,1,debt_consolidation,0
58,63119.0,22195.0,48,668.0,4,35.16,3,0,debt_consolidation,0
41,53255.0,12628.0,36,647.0,3,23.71,5,0,car,0
40,91613.0,30915.0,48,598.0,10,33.75,3,0,debt_consolidation,0
23,44480.0,500.0,36,724.0,4,1.12,0,0,small_business,0
71,67722.0,11648.0,36,511.0,4,17.2,3,1,home_improvement,0
42,55783.0,19474.0,48,696.0,5,34.91,2,1,debt_consolidation,0
67,83429.0,3293.0,36,556.0,2,3.95,2,0,home_improvement,0
24,25600.0,25861.0,72,672.0,1,101.02,3,0,home_improvement,0
48,35094.0,25468.0,60,779.0,5,72.57,5,2,home_improvement,0
32,26286.0,9825.0,48,637.0,2,37.38,7,2,car,0
58,43442.0,46787.0,36,634.0,3,107.7,1,0,car,0
71,22506.0,1586.0,36,604.0,2,7.05,3,0,debt_consolidation,0
56,14478.0,500.0,72,629.0,2,3.45,2,0,debt_consolidation,0
67,8000.0,9309.0,36,609.0,3,116.36,4,0,home_improvement,0
61,8000.0,17284.0,60,642.0,3,216.05,4,0,debt_consolidation,0
25,58128.0,500.0,36,620.0,1,0.86,7,0,home_improvement,0
33,35891.0,22431.0,36,628.0,1,62.5,4,0,car,0
